id,item_group_id,title,link,image_link,price,sale_price,availability,category,isactive,isdefault
5063056659061,TRPVAS49,Hawes & Curtis Slim Fit Navy Suit Pants With Side Adjusters,http://www.hawesandcurtis.com/navy-italian-natural-stretch-wool-slim-fit-suit-pants-trpvas49-g01,https://handcmediastorage.blob.core.windows.net/productimages/TR/TRPVAS49-G01-204881-1400px-1820px.jpg,260.00 USD,,in stock,Formalwear,TRUE,TRUE
JKCLGA87-G01V,JKCLGA872P,Hawes & Curtis Tailored Fit Navy Plaid 1913 Suit,http://www.hawesandcurtis.com/navy-check-tailored-suit-1913-collection-jkclga872p-g01v,https://handcmediastorage.blob.core.windows.net/productimages/JK/JKCLGA872P-G01V-213529-1400px-1820px.jpg,1089.00 USD,,in stock,Formalwear,TRUE,TRUE
5063056481501,COPRGS54,Hawes & Curtis Slim Fit Beige Blazer,http://www.hawesandcurtis.com/beige-cotton-linen-blend-blazer-coprgs54-h20,https://handcmediastorage.blob.core.windows.net/productimages/CO/COPRGS54-H20-215451-1400px-1820px.jpg,429.00 USD,259.00 USD,in stock,Formalwear,TRUE,TRUE
5054907582560,JKPRAS01,Hawes & Curtis Slim Fit Dark Charcoal Twill Suit Jacket,http://www.hawesandcurtis.com/mens-dark-charcoal-twill-slim-fit-suit-jacket-jkpras01-f46,https://handcmediastorage.blob.core.windows.net/productimages/JK/JKPRAS01-F46-203732-1400px-1820px.jpg,379.00 USD,,in stock,Formalwear,TRUE,TRUE
5063755057403,TRPRKT65,Hawes & Curtis Tailored Fit Neutral Herringbone Linen Suit Pants,http://www.hawesandcurtis.com/tailored-fit-neutral-herringbone-linen-suit-pants-trprkt65-h71,https://handcmediastorage.blob.core.windows.net/productimages/TR/TRPRKT65-H71-214540-1400px-1820px.jpg,190.00 USD,,in stock,Formalwear,TRUE,TRUE
JKSGJT43-G01V,JKSGJT43,Hawes & Curtis Tailored Fit Navy Pinstripe 1913 Suit,http://www.hawesandcurtis.com/tailored-fit-navy-pinstripe-1913-suit-jksgjt432p-g01v,https://handcmediastorage.blob.core.windows.net/productimages/JK/JKSGJT432P-G01V-216984-1400px-1820px.jpg,879.00 USD,,in stock,Formalwear,TRUE,TRUE
5059090879596,JKPRAC05,Hawes & Curtis Classic Fit Black Dinner Suit Jacket,http://www.hawesandcurtis.com/mens-black-classic-fit-dinner-jacket-jkprac05-a01,https://handcmediastorage.blob.core.windows.net/productimages/JK/JKPRAC05-A01-209512-1400px-1820px.jpg,469.00 USD,,in stock,Formalwear,TRUE,TRUE
5059090825586,JKPRAS04,Hawes & Curtis Slim Fit Light Grey Twill Suit Jacket,http://www.hawesandcurtis.com/mens-grey-twill-slim-fit-suit-jacket1-jkpras04-f33,https://handcmediastorage.blob.core.windows.net/productimages/JK/JKPRAS04-F33-202517-1400px-1820px.jpg,379.00 USD,,in stock,Formalwear,TRUE,TRUE
5059090523000,COPRA142,Hawes & Curtis Navy Wool Slim Blazer,http://www.hawesandcurtis.com/slim-wool-navy-blazer-copra142-g01,https://handcmediastorage.blob.core.windows.net/productimages/CO/COPRA142-G01-211212-1400px-1820px.jpg,429.00 USD,,in stock,Formalwear,TRUE,TRUE
JKPRKT57-C50V,JKPRKT572P,Hawes & Curtis Tailored Fit Taupe Hopsack Linen Suit,http://www.hawesandcurtis.com/tailored-fit-taupe-hopsack-suit-jkprkt572p-c50v,https://handcmediastorage.blob.core.windows.net/productimages/JK/JKPRKT572P-C50V-212188-1400px-1820px.jpg,569.00 USD,,in stock,Formalwear,TRUE,TRUE
5063056939484,TRSVJT29,Hawes & Curtis Tailored Fit Navy Chalk Stripe 1913 Suit Pants,http://www.hawesandcurtis.com/tailored-fit-navy-chalk-stripe-1913-suit-trousers-trsvjt29-g01,https://handcmediastorage.blob.core.windows.net/productimages/TR/TRSVJT29-G01-208572-1400px-1820px.jpg,320.00 USD,,in stock,Formalwear,TRUE,TRUE
JKSRUS33-G01V,JKSRUS33,Hawes & Curtis Slim Fit Navy Chalk Stripe Suit,http://www.hawesandcurtis.com/navy-chalk-stripe-double-breasted-slim-fit-suit-jksrus33-g01v,https://handcmediastorage.blob.core.windows.net/productimages/JK/JKSRUS33-G01V-211436-1400px-1820px.jpg,699.00 USD,569.00 USD,in stock,Formalwear,TRUE,TRUE
5063755168444,JKPRLD12,Hawes & Curtis Relaxed Pink Twill Linen Blazer,http://www.hawesandcurtis.com/pink-linen-blazer-jkprld12-j01,https://handcmediastorage.blob.core.windows.net/productimages/JK/JKPRLD12-J01-216489-1400px-1820px.jpg,309.00 USD,229.00 USD,in stock,Formalwear,TRUE,TRUE
5063056937138,JKPVJS34,Hawes & Curtis Slim Fit Brown Twill 1913 Suit Jacket,http://www.hawesandcurtis.com/slim-fit-brown-twill-1913-suit-jacket-jkpvjs34-c01,https://handcmediastorage.blob.core.windows.net/productimages/JK/JKPVJS34-C01-209919-1400px-1820px.jpg,609.00 USD,139.00 USD,in stock,Formalwear,TRUE,TRUE
5059090332336,JKPLAA00,Hawes & Curtis Tailored Fit Black & Grey Morning Suit Jacket,http://www.hawesandcurtis.com/mens-black-italian-wool-morning-coat-1913-collection-jkplaa00-a01,https://handcmediastorage.blob.core.windows.net/productimages/JK/JKPLAA00-A01-214017-1400px-1820px.jpg,669.00 USD,529.00 USD,in stock,Formalwear,TRUE,TRUE
5059090523222,COPRA144,Hawes & Curtis Classic Fit Navy Blazer,http://www.hawesandcurtis.com/classic-fit-wool-navy-blazer-copra144-g01,https://handcmediastorage.blob.core.windows.net/productimages/CO/COPRA144-G01-211032-1400px-1820px.jpg,429.00 USD,,in stock,Formalwear,TRUE,TRUE
5063056526448,JKPRAS97,Hawes & Curtis Slim Fit Black Dinner Suit Jacket,http://www.hawesandcurtis.com/black-dinner-double-breasted-slim-suit-jacket-jkpras97-a01,https://handcmediastorage.blob.core.windows.net/productimages/JK/JKPRAS97-A01-209644-1400px-1820px.jpg,469.00 USD,,in stock,Formalwear,TRUE,TRUE
5063755187216,TRPVKT03,Hawes & Curtis Tailored Fit Brown 1913 Suit Pants With Side Adjusters,http://www.hawesandcurtis.com/tailored-fit-brown-1913-suit-pants-with-side-adjusters-trpvkt03-c01,https://handcmediastorage.blob.core.windows.net/productimages/TR/TRPVKT03-C01-215459-1400px-1820px.jpg,320.00 USD,,in stock,Formalwear,TRUE,TRUE
5063056471977,JKCLGA87,Hawes & Curtis Tailored Fit Navy Plaid 1913 Suit Jacket,http://www.hawesandcurtis.com/navy-check-tailored-suit-jacket-1913-collection-jkclga87-g01,https://handcmediastorage.blob.core.windows.net/productimages/JK/JKCLGA87-G01-213521-1400px-1820px.jpg,699.00 USD,,in stock,Formalwear,TRUE,TRUE
5063056870053,JKSRAA44,Hawes & Curtis Tailored Fit Charcoal Chalk Stripe Suit Jacket,http://www.hawesandcurtis.com/tailored-fit-charcoal-chalk-stripe-suit-jacket-jksraa44-f30,https://handcmediastorage.blob.core.windows.net/productimages/JK/JKSRAA44-F30-209225-1400px-1820px.jpg,439.00 USD,,in stock,Formalwear,TRUE,TRUE
5063056768398,TRPRIS23,Hawes & Curtis Slim Fit Taupe Hopsack Suit Pants,http://www.hawesandcurtis.com/taupe-hopsack-linen-slim-fit-suit-pants-trpris23-c50,https://handcmediastorage.blob.core.windows.net/productimages/TR/TRPRIS23-C50-202567-1400px-1820px.jpg,190.00 USD,110.00 USD,in stock,Formalwear,TRUE,TRUE
JKPLAA18-G01V,JKPLAA18,Hawes & Curtis Tailored Fit Navy Birdseye 1913 Suit,http://www.hawesandcurtis.com/tailored-fit-navy-birdseye-1913-suit-jkplaa182p-g01v,https://handcmediastorage.blob.core.windows.net/productimages/JK/JKPLAA182P-G01V-216950-1400px-1820px.jpg,959.00 USD,,in stock,Formalwear,TRUE,TRUE
5063056754315,JKPVIA30,Hawes & Curtis Tailored Fit Greige 1913 Suit Jacket,http://www.hawesandcurtis.com/greige-italian-wool-tailored-fit-suit-jacket-1913-collection-jkpvia30-z01,https://handcmediastorage.blob.core.windows.net/productimages/JK/JKPVIA30-Z01-216112-1400px-1820px.jpg,529.00 USD,,in stock,Formalwear,TRUE,TRUE
5063056766028,JKPRGS35,Hawes & Curtis Slim Fit Green Linen Suit Jacket,http://www.hawesandcurtis.com/green-linen-slim-suit-jacket-jkprgs35-e01,https://handcmediastorage.blob.core.windows.net/productimages/JK/JKPRGS35-E01-202155-1400px-1820px.jpg,349.00 USD,249.00 USD,in stock,Formalwear,TRUE,TRUE
JKPRAC05-G01V,JKPRAC052P,Hawes & Curtis Classic Fit Navy Dinner Suit,http://www.hawesandcurtis.com/navy-classic-fit-dinner-suit-jkprac052p-g01v,https://handcmediastorage.blob.core.windows.net/productimages/JK/JKPRAC052P-G01V-209558-1400px-1820px.jpg,749.00 USD,279.00 USD,in stock,Formalwear,TRUE,TRUE
TRPLAA99-A01V,JKPLAA002P,Hawes & Curtis Tailored Fit Black & Grey 1913 Morning Suit,http://www.hawesandcurtis.com/black-and-grey-italian-wool-morning-suit-1913-collection-jkplaa002p-a01v,https://handcmediastorage.blob.core.windows.net/productimages/JK/JKPLAA002P-A01V-215115-1400px-1820px.jpg,1059.00 USD,829.00 USD,in stock,Formalwear,TRUE,TRUE
5063056920338,TRSGJT43,Hawes & Curtis Tailored Fit Navy Pinstripe 1913 Suit Pants,http://www.hawesandcurtis.com/tailored-fit-navy-pinstripe-1913-suit-pants-trsgjt43-g01,https://handcmediastorage.blob.core.windows.net/productimages/TR/TRSGJT43-G01-216980-1400px-1820px.jpg,320.00 USD,,in stock,Formalwear,TRUE,TRUE
5063755060571,JKPRKT68,Hawes & Curtis Tailored Fit Light Grey Linen Suit Jacket,http://www.hawesandcurtis.com/tailored-fit-light-grey-suit-jacket-jkprkt68-f42,https://handcmediastorage.blob.core.windows.net/productimages/JK/JKPRKT68-F42-216594-1400px-1820px.jpg,379.00 USD,,in stock,Formalwear,TRUE,TRUE
5063755057830,JKPRKT59,Hawes & Curtis Tailored Fit Brown Linen Suit Jacket,http://www.hawesandcurtis.com/tailored-fit-brown-suit-jacket-jkprkt59-c01,https://handcmediastorage.blob.core.windows.net/productimages/JK/JKPRKT59-C01-212709-1400px-1820px.jpg,379.00 USD,,in stock,Formalwear,TRUE,TRUE
5063056896886,TRSRAA44,Hawes & Curtis Tailored Fit Charcoal Chalk Stripe Suit Pants,http://www.hawesandcurtis.com/tailored-fit-charcoal-chalk-stripe-suit-pants-trsraa44-f30,https://handcmediastorage.blob.core.windows.net/productimages/TR/TRSRAA44-F30-209235-1400px-1820px.jpg,260.00 USD,,in stock,Formalwear,TRUE,TRUE
5054907673114,TRPRAS99,Hawes & Curtis Slim Fit Black Dinner Suit Pants with Belt Loops,http://www.hawesandcurtis.com/black-slim-dinner-suit-pants-with-belt-loops-trpras99-a01,https://handcmediastorage.blob.core.windows.net/productimages/TR/TRPRAS99-A01-204823-1400px-1820px.jpg,280.00 USD,,in stock,Formalwear,TRUE,TRUE
5063755168253,JKPRLD11,Hawes & Curtis Relaxed Navy Twill Linen Blazer,http://www.hawesandcurtis.com/navy-linen-blazer-jkprld11-g01,https://handcmediastorage.blob.core.windows.net/productimages/JK/JKPRLD11-G01-216498-1400px-1820px.jpg,309.00 USD,229.00 USD,in stock,Formalwear,TRUE,TRUE
JKPRAS01-G01VV,JKPRAS012P,Hawes & Curtis Slim Fit Navy Twill Suit,http://www.hawesandcurtis.com/mens-navy-twill-slim-fit-suit-jkpras012p-g01v,https://handcmediastorage.blob.core.windows.net/productimages/JK/JKPRAS012P-G01V-209441-1400px-1820px.jpg,599.00 USD,,in stock,Formalwear,TRUE,TRUE
5063056763041,TRPVIA30,Hawes & Curtis Tailored Fit Greige 1913 Suit Trousers,http://www.hawesandcurtis.com/greige-italian-wool-tailored-fit-suit-trousers-1913-collection-trpvia30-z01,https://handcmediastorage.blob.core.windows.net/productimages/TR/TRPVIA30-Z01-216125-1400px-1820px.jpg,260.00 USD,,in stock,Formalwear,TRUE,TRUE
5063056785272,WCPLIA33,Hawes & Curtis Tailored Fit Royal Blue Semi Plain 1913 Linen Suit Vest,http://www.hawesandcurtis.com/royal-blue-hopsack-linen-italian-tailored-suit-waistcoat-1913-collection-wcplia33-b52,https://handcmediastorage.blob.core.windows.net/productimages/WC/WCPLIA33-B52-201283-1400px-1820px.jpg,230.00 USD,40.00 USD,in stock,Formalwear,TRUE,TRUE
TRPLJS45-C01V,JKPLJS452P,Hawes & Curtis Slim Fit Brown Herringbone 1913 Suit,http://www.hawesandcurtis.com/slim-fit-brown-herringbone-1913-suit1-jkpljs452p-c01v,https://handcmediastorage.blob.core.windows.net/productimages/JK/JKPLJS452P-C01V-211271-1400px-1820px.jpg,959.00 USD,,in stock,Formalwear,TRUE,TRUE
5063056934090,JKSVJT29,Hawes & Curtis Tailored Fit Navy Chalk Stripe 1913 Suit Jacket,http://www.hawesandcurtis.com/tailored-fit-navy-chalk-stripe-1913-suit-jacket-jksvjt29-g01,https://handcmediastorage.blob.core.windows.net/productimages/JK/JKSVJT29-G01-208563-1400px-1820px.jpg,559.00 USD,,in stock,Formalwear,TRUE,TRUE
5063755064241,JKPRKT65,Hawes & Curtis Tailored Fit Cream White Herringbone Linen Suit Jacket,http://www.hawesandcurtis.com/tailored-fit-cream-herringbone-linen-suit-jacket-jkprkt65-h68,https://handcmediastorage.blob.core.windows.net/productimages/JK/JKPRKT65-H68-215145-1400px-1820px.jpg,379.00 USD,,in stock,Formalwear,TRUE,TRUE
5063755172373,WCPLKT81,Hawes & Curtis Tailored Fit White 1913 Suit Waistcoat,http://www.hawesandcurtis.com/tailored-fit-white-1913-suit-waistcoat-wcplkt81-n01,https://handcmediastorage.blob.core.windows.net/productimages/WC/WCPLKT81-N01-214972-1400px-1820px.jpg,180.00 USD,120.00 USD,in stock,Formalwear,TRUE,TRUE
JKPLKT81-H20V,JKPLKT812P,Hawes & Curtis Tailored Fit Beige 1913 Suit,http://www.hawesandcurtis.com/tailored-fit-beige-1913-suit-jkplkt812p-h20v,https://handcmediastorage.blob.core.windows.net/productimages/JK/JKPLKT812P-H20V-216593-1400px-1820px.jpg,879.00 USD,609.00 USD,in stock,Formalwear,TRUE,TRUE
5059090824985,TRPRAC06,Hawes & Curtis Classic Fit Light Grey Twill Suit Pants,http://www.hawesandcurtis.com/light-grey-twill-classic-suit-pants-trprac06-f33,https://handcmediastorage.blob.core.windows.net/productimages/TR/TRPRAC06-F33-203473-1400px-1820px.jpg,220.00 USD,160.00 USD,in stock,Formalwear,TRUE,TRUE
JKPRAS00-F46V,JKPRAS00,Hawes & Curtis Slim Fit Dark Charcoal Twill Suit,http://www.hawesandcurtis.com/mens-dark-charcoal-twill-double-breasted-slim-fit-suit-jkpras00-f46v,https://handcmediastorage.blob.core.windows.net/productimages/JK/JKPRAS00-F46V-209581-1400px-1820px.jpg,599.00 USD,,in stock,Formalwear,TRUE,TRUE
5063056158755,WCPLAA03,Hawes & Curtis Tailored Fit Sand 1913 Morning Waistcoat,http://www.hawesandcurtis.com/sand-double-breasted-waistcoat-1913-collection-wcplaa03-h76,https://handcmediastorage.blob.core.windows.net/productimages/WC/WCPLAA03-H76-213458-1400px-1820px.jpg,260.00 USD,220.00 USD,in stock,Formalwear,TRUE,TRUE
5059090835752,TRPLAA01,Hawes & Curtis Tailored Fit Charcoal 1913 Morning Suit Trousers With Side Adjusters,http://www.hawesandcurtis.com/charcoal-italian-wool-morning-suit-trousers-1913-collection-trplaa01-f30,https://handcmediastorage.blob.core.windows.net/productimages/TR/TRPLAA01-F30-214030-1400px-1820px.jpg,390.00 USD,300.00 USD,in stock,Formalwear,TRUE,TRUE
JKPRAS98-G01V,JKPRAS98,Hawes & Curtis Slim Fit Navy Shawl Dinner Suit,http://www.hawesandcurtis.com/mens-navy-shawl-slim-fit-dinner-suit-jkpras98-g01v,https://handcmediastorage.blob.core.windows.net/productimages/JK/JKPRAS98-G01V-203838-1400px-1820px.jpg,749.00 USD,279.00 USD,in stock,Formalwear,TRUE,TRUE
5063056900569,TRSRAA72,Hawes & Curtis Tailored Fit Dark Blue Pinstripe Suit Pants,http://www.hawesandcurtis.com/dark-blue-pinstripe-wool-tailored-fit-suit-trousers-trsraa72-b34,https://handcmediastorage.blob.core.windows.net/productimages/TR/TRSRAA72-B34-209701-1400px-1820px.jpg,220.00 USD,,in stock,Formalwear,TRUE,TRUE
5063056785647,JKPLIS18,Hawes & Curtis Slim Fit Pale Grey 1913 Linen Suit Jacket,http://www.hawesandcurtis.com/pale-grey-italian-linen-cotton-slim-fit-suit-jacket-1913-collection-jkplis18-f50,https://handcmediastorage.blob.core.windows.net/productimages/JK/JKPLIS18-F50-200924-1400px-1820px.jpg,579.00 USD,99.00 USD,in stock,Formalwear,TRUE,TRUE
5063056925074,TRPLJS45,Hawes & Curtis Slim Fit Brown Herringbone 1913 Suit Pants,http://www.hawesandcurtis.com/slim-fit-brown-herringbone-1913-suit-trousers-trpljs45-c01,https://handcmediastorage.blob.core.windows.net/productimages/TR/TRPLJS45-C01-211250-1400px-1820px.jpg,350.00 USD,,in stock,Formalwear,TRUE,TRUE
5063755155550,JKPLKT81,Hawes & Curtis Tailored Fit White 1913 Suit Jacket,http://www.hawesandcurtis.com/tailored-fit-white-1913-suit-jacket-jkplkt81-n01,https://handcmediastorage.blob.core.windows.net/productimages/JK/JKPLKT81-N01-216584-1400px-1820px.jpg,559.00 USD,379.00 USD,in stock,Formalwear,TRUE,TRUE
5063755171376,TRPLKT81,Hawes & Curtis Tailored Fit White 1913 Suit Trousers With Side Adjusters,http://www.hawesandcurtis.com/tailored-fit-white-1913-suit-trousers-with-side-adjusters-trplkt81-n01,https://handcmediastorage.blob.core.windows.net/productimages/TR/TRPLKT81-N01-214968-1400px-1820px.jpg,320.00 USD,230.00 USD,in stock,Formalwear,TRUE,TRUE
5063056983739,COPLL188,Hawes & Curtis Tailored Fit Green Check 1913 Blazer,http://www.hawesandcurtis.com/tailored-fit-green-check-1913-blazer-copll188-e01,https://handcmediastorage.blob.core.windows.net/productimages/CO/COPLL188-E01-210607-1400px-1820px.jpg,569.00 USD,349.00 USD,in stock,Formalwear,TRUE,TRUE
5063056984910,COPLL187,Hawes & Curtis Tailored Fit Tan Check 1913 Blazer,http://www.hawesandcurtis.com/tailored-fit-tan-check-1913-blazer-copll187-z03,https://handcmediastorage.blob.core.windows.net/productimages/CO/COPLL187-Z03-210618-1400px-1820px.jpg,569.00 USD,349.00 USD,in stock,Formalwear,TRUE,TRUE
TRPLKT81-N01V,JKPLKT813P,Hawes & Curtis Tailored Fit White 1913 Suit,http://www.hawesandcurtis.com/tailored-fit-white-1913-suit1-jkplkt813p-n01v,https://handcmediastorage.blob.core.windows.net/productimages/JK/JKPLKT813P-N01V-214986-1400px-1820px.jpg,1059.00 USD,729.00 USD,in stock,Formalwear,TRUE,TRUE
JKPRAC03-B34V,JKPRAC032P,Hawes & Curtis Classic Fit Dark Blue Twill Suit,http://www.hawesandcurtis.com/dark-blue-twill-classic-suit-jkprac032p-b34v,https://handcmediastorage.blob.core.windows.net/productimages/JK/JKPRAC032P-B34V-208956-1400px-1820px.jpg,599.00 USD,439.00 USD,in stock,Formalwear,TRUE,TRUE
5063056900897,JKPRAA73,Hawes & Curtis Tailored Fit Navy Birdseye Suit Jacket,http://www.hawesandcurtis.com/navy-birdseye-wool-tailored-fit-suit-jacket-jkpraa73-g01,https://handcmediastorage.blob.core.windows.net/productimages/JK/JKPRAA73-G01-208898-1400px-1820px.jpg,419.00 USD,,in stock,Formalwear,TRUE,TRUE
5063056921243,COPDJ439,Hawes & Curtis Slim Fit Beige Blazer,http://www.hawesandcurtis.com/slim-fit-beige-blazer-copdj439-h20,https://handcmediastorage.blob.core.windows.net/productimages/CO/COPDJ439-H20-206734-1400px-1820px.jpg,519.00 USD,259.00 USD,in stock,Formalwear,TRUE,TRUE
5059090879879,TRPRAC05,Hawes & Curtis Classic Fit Black Dinner Suit Pants With Side Adjusters,http://www.hawesandcurtis.com/black-classic-fit-dinner-suit-pants-trprac05-a01,https://handcmediastorage.blob.core.windows.net/productimages/TR/TRPRAC05-A01-209544-1400px-1820px.jpg,280.00 USD,,in stock,Formalwear,TRUE,TRUE
5063056900941,TRPRAA73,Hawes & Curtis Tailored Fit Navy Birdseye Suit Pants,http://www.hawesandcurtis.com/navy-birdseye-wool-tailored-fit-suit-trousers-trpraa73-g01,https://handcmediastorage.blob.core.windows.net/productimages/TR/TRPRAA73-G01-208908-1400px-1820px.jpg,220.00 USD,,in stock,Formalwear,TRUE,TRUE
JKPRAA73-G01V,JKPRAA732P,Hawes & Curtis Tailored Fit Navy Birdseye Suit,http://www.hawesandcurtis.com/navy-birdseye-wool-tailored-fit-suit-jkpraa732p-g01v,https://handcmediastorage.blob.core.windows.net/productimages/JK/JKPRAA732P-G01V-208910-1400px-1820px.jpg,639.00 USD,,in stock,Formalwear,TRUE,TRUE
5063056791501,COCLI346,Hawes & Curtis Tailored Fit Beige Windowpane Check Linen-Wool Blend 1913 Blazer,http://www.hawesandcurtis.com/beige-windowpane-check-linen-wool-blend-blazer-1913-collection-cocli346-h20,https://handcmediastorage.blob.core.windows.net/productimages/CO/COCLI346-H20-202239-1400px-1820px.jpg,699.00 USD,279.00 USD,in stock,Formalwear,TRUE,TRUE
5063755141256,JKPRLD08,Hawes & Curtis Charcoal Chalk Stripe Blazer,http://www.hawesandcurtis.com/charcoal-chalk-stripe-blazer-jkprld08-f30,https://handcmediastorage.blob.core.windows.net/productimages/JK/JKPRLD08-F30-212604-1400px-1820px.jpg,309.00 USD,,in stock,Formalwear,TRUE,TRUE
5063056473162,COCLGA59,Hawes & Curtis Light Green Herringbone 1913 Blazer,http://www.hawesandcurtis.com/light-green-double-breasted-herringbone-wool-blend-blazer-1913-collection-coclga59-e25,https://handcmediastorage.blob.core.windows.net/productimages/CO/COCLGA59-E25-185922-1400px-1820px.jpg,789.00 USD,349.00 USD,in stock,Formalwear,TRUE,TRUE
5063056767834,TRPRIS22,Hawes & Curtis Slim Fit Navy Suit Pants,http://www.hawesandcurtis.com/navy-cotton-linen-slim-suit-trousers-trpris22-g01,https://handcmediastorage.blob.core.windows.net/productimages/TR/TRPRIS22-G01-201165-1400px-1820px.jpg,210.00 USD,110.00 USD,in stock,Formalwear,TRUE,TRUE
JKPVS771-G01V,JKPVS771,Hawes & Curtis Slim Fit Navy 1913 Suit,http://www.hawesandcurtis.com/slim-fit-navy-1913-suit-jkpvs7712p-g01v,https://handcmediastorage.blob.core.windows.net/productimages/JK/JKPVS7712P-G01V-216572-1400px-1820px.jpg,879.00 USD,,in stock,Formalwear,TRUE,TRUE
5059090835585,JKPLAA01,Hawes & Curtis Tailored Fit Charcoal 1913 Morning Suit Jacket,http://www.hawesandcurtis.com/mens-charcoal-italian-wool-morning-coat-1913-collection-jkplaa01-f30,https://handcmediastorage.blob.core.windows.net/productimages/JK/JKPLAA01-F30-214024-1400px-1820px.jpg,669.00 USD,529.00 USD,in stock,Formalwear,TRUE,TRUE
5063056575873,TRPVHS50,Hawes & Curtis Slim Fit Navy Herringbone Suit Pants,http://www.hawesandcurtis.com/navy-herringbone-slim-suit-trousers-trpvhs50-g01,https://handcmediastorage.blob.core.windows.net/productimages/TR/TRPVHS50-G01-211425-1400px-1820px.jpg,220.00 USD,,in stock,Formalwear,TRUE,TRUE
JKPRAC06-F33V,JKPRAC062P,Hawes & Curtis Classic Fit Light Grey Twill Suit,http://www.hawesandcurtis.com/mens-light-grey-twill-classic-fit-suit-super-120s-wool-jkprac062p-f33v,https://handcmediastorage.blob.core.windows.net/productimages/JK/JKPRAC062P-F33V-203462-1400px-1820px.jpg,599.00 USD,439.00 USD,in stock,Formalwear,TRUE,TRUE
5059090825821,WCPRAS04,Hawes & Curtis Slim Fit Light Grey Twill Suit Vest,http://www.hawesandcurtis.com/light-grey-twill-slim-suit-vest-wcpras04-f33,https://handcmediastorage.blob.core.windows.net/productimages/WC/WCPRAS04-F33-202529-1400px-1820px.jpg,190.00 USD,,in stock,Formalwear,TRUE,TRUE
JKPLIA43-H68V,JKPLIA432P,Hawes & Curtis Tailored Fit Cream Semi Plain 1913 Linen Suit,http://www.hawesandcurtis.com/cream-linen-tailored-italian-suit-1913-collection-jkplia432p-h68v,https://handcmediastorage.blob.core.windows.net/productimages/JK/JKPLIA432P-H68V-200892-1400px-1820px.jpg,879.00 USD,139.00 USD,in stock,Formalwear,TRUE,TRUE
JKPVIA29-B01V,JKPVIA292P,Hawes & Curtis Tailored Fit Blue Semi Plain 1913 Suit,http://www.hawesandcurtis.com/blue-semi-plain-italian-wool-tailored-fit-suit-1913-collection-jkpvia292p-b01v,https://handcmediastorage.blob.core.windows.net/productimages/JK/JKPVIA292P-B01V-204298-1400px-1820px.jpg,959.00 USD,,in stock,Formalwear,TRUE,TRUE
5063056573121,JKPRHC42,Hawes & Curtis Classic Fit Navy Herringbone Suit Jacket,http://www.hawesandcurtis.com/navy-herringbone-classic-suit-jacket-jkprhc42-g01,https://handcmediastorage.blob.core.windows.net/productimages/JK/JKPRHC42-G01-209678-1400px-1820px.jpg,419.00 USD,99.00 USD,in stock,Formalwear,TRUE,TRUE
5063056921120,COPNJ193,Hawes & Curtis Slim Fit Brown Blazer,http://www.hawesandcurtis.com/slim-fit-brown-blazer-copnj193-c01,https://handcmediastorage.blob.core.windows.net/productimages/CO/COPNJ193-C01-206758-1400px-1820px.jpg,429.00 USD,229.00 USD,in stock,Formalwear,TRUE,TRUE
5063755052330,JKPRKT19,Hawes & Curtis Tailored Fit Navy Linen Suit Jacket,http://www.hawesandcurtis.com/tailored-fit-navy-suit-jacket-jkprkt19-g01,https://handcmediastorage.blob.core.windows.net/productimages/JK/JKPRKT19-G01-212701-1400px-1820px.jpg,379.00 USD,,in stock,Formalwear,TRUE,TRUE
5063056089387,TRPLAA04,Hawes & Curtis Tailored Fit Black 1913 Dinner Suit Pants,http://www.hawesandcurtis.com/mens-black-tailored-fit-dinner-suit-trousers-1913-collection-trplaa04-a01,https://handcmediastorage.blob.core.windows.net/productimages/TR/TRPLAA04-A01-211237-1400px-1820px.jpg,390.00 USD,,in stock,Formalwear,TRUE,TRUE
JKPRAS04-F33V,JKPRAS042P,Hawes & Curtis Slim Fit Light Grey Twill Suit,http://www.hawesandcurtis.com/mens-light-grey-twill-slim-fit-suit-super-120s-wool-jkpras042p-f33v,https://handcmediastorage.blob.core.windows.net/productimages/JK/JKPRAS042P-F33V-202491-1400px-1820px.jpg,599.00 USD,,in stock,Formalwear,TRUE,TRUE
JKPLAA04-A01V,JKPLAA042P,Hawes & Curtis Tailored Fit Black 1913 Dinner Suit,http://www.hawesandcurtis.com/mens-black-tailored-fit-dinner-suit-1913-collection-jkplaa042p-a01v,https://handcmediastorage.blob.core.windows.net/productimages/JK/JKPLAA042P-A01V-211227-1400px-1820px.jpg,1059.00 USD,,in stock,Formalwear,TRUE,TRUE
5054907800022,WCPRAS99,Hawes & Curtis Slim Fit Black Dinner Suit Vest,http://www.hawesandcurtis.com/black-slim-dinner-vest-wcpras99-a01,https://handcmediastorage.blob.core.windows.net/productimages/WC/WCPRAS99-A01-211346-1400px-1820px.jpg,210.00 USD,,in stock,Formalwear,TRUE,TRUE
JKSRAA44-F30V,JKSRAA442P,Hawes & Curtis Tailored Fit Charcoal Chalk Stripe Suit,http://www.hawesandcurtis.com/tailored-fit-charcoal-chalk-stripe-suit-jksraa442p-f30v,https://handcmediastorage.blob.core.windows.net/productimages/JK/JKSRAA442P-F30V-209237-1400px-1820px.jpg,699.00 USD,,in stock,Formalwear,TRUE,TRUE
