id,item_group_id,title,link,image_link,price,sale_price,availability,isactive,isdefault
5063755094620,SRPRK501,Hawes & Curtis Black Linen Shorts,http://www.hawesandcurtis.com/slim-fit-black-linen-shorts-srprk501-a01,https://handcmediastorage.blob.core.windows.net/productimages/SR/SRPRK501-A01-214104-1400px-1820px.jpg,119.00 USD,79.00 USD,in stock,TRUE,TRUE
5063755161759,WEPLK004,Hawes & Curtis Natural Linen Safari Shirt,http://www.hawesandcurtis.com/slim-fit-natural-safari-shirt-weplk004-c63,https://handcmediastorage.blob.core.windows.net/productimages/WE/WEPLK004-C63-211991-1400px-1820px.jpg,129.00 USD,,in stock,TRUE,TRUE
5063755160912,WEPLK003,Hawes & Curtis Aqua Linen Shirt,http://www.hawesandcurtis.com/slim-fit-aqua-linen-shirt1-weplk003-b31,https://handcmediastorage.blob.core.windows.net/productimages/WE/WEPLK003-B31-215346-1400px-1820px.jpg,129.00 USD,,in stock,TRUE,TRUE
5063755163555,CGPLK001,Hawes & Curtis Pink Linen Shirt - Short Sleeve,http://www.hawesandcurtis.com/slim-fit-pink-linen-shirt-short-sleeve-cgplk001-j01,https://handcmediastorage.blob.core.windows.net/productimages/CG/CGPLK001-J01-215256-1400px-1820px.jpg,119.00 USD,,in stock,TRUE,TRUE
5063755055409,JKPRKT57,Hawes & Curtis Tailored Fit Taupe Hopsack Linen Suit Jacket,http://www.hawesandcurtis.com/tailored-fit-taupe-hopsack-suit-jacket-jkprkt57-c50,https://handcmediastorage.blob.core.windows.net/productimages/JK/JKPRKT57-C50-212706-1400px-1820px.jpg,379.00 USD,,in stock,TRUE,TRUE
5063755137389,TRPRKT57,Hawes & Curtis Tailored Fit Taupe Hopsack Linen Suit Pants,http://www.hawesandcurtis.com/tailored-fit-taupe-hopsack-suit-trousers-trprkt57-c50,https://handcmediastorage.blob.core.windows.net/productimages/TR/TRPRKT57-C50-212198-1400px-1820px.jpg,190.00 USD,,in stock,TRUE,TRUE
5059090271093,JKPLXA42,Hawes & Curtis Tailored Fit Cream 1913 Linen Suit Jacket,http://www.hawesandcurtis.com/cream-double-breasted-linen-tailored-suit-jacket-1913-collection-jkplxa42-h68,https://handcmediastorage.blob.core.windows.net/productimages/JK/JKPLXA42-H68-203243-1400px-1820px.jpg,559.00 USD,,in stock,TRUE,TRUE
5059090836216,WCPLCA42,Hawes & Curtis Tailored Fit Cream 1913 Linen Suit Vest,http://www.hawesandcurtis.com/cream-linen-tailored-italian-vest-1913-collection-wcplca42-h68,https://handcmediastorage.blob.core.windows.net/productimages/WC/WCPLCA42-H68-204908-1400px-1820px.jpg,180.00 USD,,in stock,TRUE,TRUE
5063755092862,WEPHK001,Hawes & Curtis Beige Linen Overshirt,http://www.hawesandcurtis.com/beige-overshirt-wephk001-h20,https://handcmediastorage.blob.core.windows.net/productimages/WE/WEPHK001-H20-214849-1400px-1820px.jpg,169.00 USD,,in stock,TRUE,TRUE
5063755082634,PPPHI013,Hawes & Curtis Green Premium Knitted Linen Polo Shirt,http://www.hawesandcurtis.com/slim-fit-green-linen-open-collar-polo-shirt-ppphi013-e01,https://handcmediastorage.blob.core.windows.net/productimages/PP/PPPHI013-E01-215758-1400px-1820px.jpg,119.00 USD,85.00 USD,in stock,TRUE,TRUE
