prclient,prid,prid_filtered,pridfiltered,prname,prurl,prshortdescription,prdescription,prdisplayprice,prprice,primageurl,prcategory,prsubcategory,prcreatedon,pralternativeurl,prbestseller,prsku,pravailablequantity,pravailability,prquantitysold,prsize,prcolor,prcountry,prfromprice,prposition,isactive,isdefault,pronsale
Kg Kurt Geiger,5708015069,5708015069,5708015069,KG Kurt Geiger Women's Heels White Combination Fabric Other Sweetie,https://www.shoeaholics.com/women/shoes/heels/sweetie-pearl-white-comb-fabric-other-kg-kurt-geiger-5708015069?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"White High Heel, White Comb","White High Heel, White Comb",39.00,149.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/5/7/5708015069.jpg?v=1&width=800,Women > Shoes > Heels,Women > Shoes > Heels,10/09/2026,,FALSE,,29,IN STOCK,,,White,,,205,TRUE,TRUE,TRUE
Carvela,5709424979,5709424979,5709424979,Carvela Women's Court Heel Blush Synthetic Valentina,https://www.shoeaholics.com/women/shoes/heels/slingbacks/valentina-court-blush-synthetic-carvela-5709424979?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Patent Court Slingback Heel, Blush","Patent Court Slingback Heel, Blush",89.00,129.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/5/7/5709424979.jpg?v=1&width=800,Women > Shoes > Heels > Slingbacks,Women > Shoes > Heels > Slingbacks,10/09/2026,,FALSE,,140,IN STOCK,,,Blush,,,84,TRUE,TRUE,TRUE
Carvela,5758963979,5758963979,5758963979,Carvela Women's Heels Silver Synthetic Divine,https://www.shoeaholics.com/women/shoes/heels/low-mid-heels/divine-block-wf-silver-synthetic-carvela-5758963979?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Womens Carvela Divine Block Wf """", 3 Uk, Silver","Womens Carvela Divine Block Wf """", 3 Uk, Silver",89.00,129.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/5/7/5758963979.jpg?v=1&width=800,Women > Shoes > Heels > Low-mid-heels,Women > Shoes > Heels > Low-mid-heels,10/09/2026,,FALSE,,8,IN STOCK,,,Metallic,,,288,TRUE,TRUE,TRUE
Carvela,5944730209,5944730209,5944730209,Carvela Women's Heels Brown Suede Leather Letizia Mule,https://www.shoeaholics.com/women/shoes/heels/low-mid-heels/letizia-mule-brown-suede-carvela-5944730209?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Brown Suede Heels, Brown","Brown Suede Heels, Brown",69.00,149.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/5/9/5944730209.jpg?v=1&width=800,Women > Shoes > Heels > Low-mid-heels,Women > Shoes > Heels > Low-mid-heels,10/09/2026,,FALSE,,63,IN STOCK,,,Brown,,,136,TRUE,TRUE,TRUE
Carvela,5305824979,5305824979,5305824979,Carvela Capo Block Heel Blush Block Heel,https://www.shoeaholics.com/women/shoes/heels/high-heels/capo-block-heel-blush-synthetic-carvela-5305824979?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Blush Block Heel, Blush","Blush Block Heel, Blush",29.00,119.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/5/3/5305824979.jpg?v=1&width=800,Women > Shoes > Heels > High-heels,Women > Shoes > Heels > High-heels,10/09/2026,,FALSE,,8,IN STOCK,,,Blush,,,289,TRUE,TRUE,TRUE
Steve Madden,5808610109,5808610109,5808610109,Steve Madden Tecy White Leather,https://www.shoeaholics.com/women/shoes/heels/high-heels/tecy-1bw-white-leather-steve-madden-5808610109?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Womens Steve Madden Tecy White Leather """", 6 Uk, White","Womens Steve Madden Tecy White Leather """", 6 Uk, White",29.00,100.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/5/8/5808610109.jpg?v=1&width=800,Women > Shoes > Heels > High-heels,Women > Shoes > Heels > High-heels,10/09/2026,,FALSE,,6,IN STOCK,,,White,,,305,TRUE,TRUE,TRUE
Steve Madden,5808691109,5808691109,5808691109,Steve Madden Tecy Orange Leather,https://www.shoeaholics.com/women/shoes/heels/high-heels/tecy-8rl-orange-leather-steve-madden-5808691109?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Womens Steve Madden Tecy Orange Leather """", 5 Uk, Orange","Womens Steve Madden Tecy Orange Leather """", 5 Uk, Orange",29.00,100.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/5/8/5808691109.jpg?v=1&width=800,Women > Shoes > Heels > High-heels,Women > Shoes > Heels > High-heels,10/09/2026,,FALSE,,8,IN STOCK,,,Orange,,,290,TRUE,TRUE,TRUE
Carvela,5938584069,5938584069,5938584069,Carvela Fantastico Sling,https://www.shoeaholics.com/women/shoes/heels/slingbacks/fantastico-sling-navy-fabric-other-carvela-5938584069?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Womens Carvela Fantastico Sling """", 3 Uk, Navy","Womens Carvela Fantastico Sling """", 3 Uk, Navy",99.00,149.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/5/9/5938584069.jpg?v=1&width=800,Women > Shoes > Heels > Slingbacks,Women > Shoes > Heels > Slingbacks,10/09/2026,,FALSE,,10,IN STOCK,,,Blue,,,274,TRUE,TRUE,TRUE
Kurt Geiger London,5501861609,5501861609,5501861609,Kurt Geiger London Embellished Mule Heel,https://www.shoeaholics.com/women/shoes/heels/high-heels/kgl-embellished-mule-gold-fabric-kurt-geiger-london-5501861609?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Womens Kurt Geiger London Embellished Mule Heel """", 5 Uk, Gold","Womens Kurt Geiger London Embellished Mule Heel """", 5 Uk, Gold",99.00,179.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/5/5/5501861609.jpg?v=1&width=800,Women > Shoes > Heels > High-heels,Women > Shoes > Heels > High-heels,10/09/2026,,FALSE,,63,IN STOCK,,,Metallic,,,137,TRUE,TRUE,TRUE
Carvela,6030163609,6030163609,6030163609,Carvela Women's Heels Silver Fabric Loopi,https://www.shoeaholics.com/women/shoes/heels/loopi-sandal-silver-fabric-carvela-6030163609?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Silver Crystal Heels, Silver","Silver Crystal Heels, Silver",89.00,129.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/6/0/6030163609.jpg?v=1&width=800,Women > Shoes > Heels,Women > Shoes > Heels,10/09/2026,,FALSE,,84,IN STOCK,,,Metallic,,,122,TRUE,TRUE,TRUE
Carvela,5265241979,5265241979,5265241979,Carvela Women's Slingback Court Heel Bone Synthetic Corletta,https://www.shoeaholics.com/women/shoes/heels/slingbacks/corletta-sling-wide-fit-bone-synthetic-carvela-5265241979?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Bone Court Heel, Bone","Bone Court Heel, Bone",119.00,119.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/5/2/5265241979.jpg?v=1&width=800,Women > Shoes > Heels > Slingbacks,Women > Shoes > Heels > Slingbacks,10/09/2026,,FALSE,,166,IN STOCK,,,White,,,63,TRUE,TRUE,FALSE
Kg Kurt Geiger,5734141829,5734141829,5734141829,KG Kurt Geiger Women's Heels Bone Synthetic Sabrina,https://www.shoeaholics.com/women/shoes/heels/sabrina-bone-polyurethane-kg-kurt-geiger-5734141829?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Womens Kg Kurt Geiger Sabrina Heel """", 7 Uk, Bone","Womens Kg Kurt Geiger Sabrina Heel """", 7 Uk, Bone",59.00,129.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/5/7/5734141829.jpg?v=1&width=800,Women > Shoes > Heels,Women > Shoes > Heels,10/09/2026,,FALSE,,27,IN STOCK,,,White,,,210,TRUE,TRUE,TRUE
Carvela,5708361979,5708361979,5708361979,Carvela Women's Heels Gold Synthetic Lovebird,https://www.shoeaholics.com/women/shoes/heels/slingbacks/lovebird-sling-gold-synthetic-carvela-5708361979?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Gold Crystal High Heel, Gold","Gold Crystal High Heel, Gold",39.00,139.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/5/7/5708361979.jpg?v=1&width=800,Women > Shoes > Heels > Slingbacks,Women > Shoes > Heels > Slingbacks,10/09/2026,,FALSE,,6,IN STOCK,,,Metallic,,,306,TRUE,TRUE,TRUE
Steve Madden,5750114759,5750114759,5750114759,Steve Madden Atheria Champagne Satin,https://www.shoeaholics.com/women/shoes/heels/high-heels/atheria-856-champagne-satin-steve-madden-5750114759?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Womens Steve Madden Atheria Champagne Satin """", 7 Uk, Champagne","Womens Steve Madden Atheria Champagne Satin """", 7 Uk, Champagne",39.00,140.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/5/7/5750114759.jpg?v=1&width=800,Women > Shoes > Heels > High-heels,Women > Shoes > Heels > High-heels,10/09/2026,,FALSE,,7,IN STOCK,,,Champagne,,,301,TRUE,TRUE,TRUE
Kurt Geiger London,6310300609,6310300609,6310300609,Kurt Geiger London Eagle Platform,https://www.shoeaholics.com/women/shoes/heels/high-heels/eagle-platform-black-fabric-kurt-geiger-london-6310300609?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Womens Kurt Geiger London Eagle Platform """", 6 Uk, Black","Womens Kurt Geiger London Eagle Platform """", 6 Uk, Black",119.00,189.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/6/3/6310300609.jpg?v=1&width=800,Women > Shoes > Heels > High-heels,Women > Shoes > Heels > High-heels,10/09/2026,,FALSE,,191,IN STOCK,,,Black,,,44,TRUE,TRUE,TRUE
Kg Kurt Geiger,6285700309,6285700309,6285700309,KG Kurt Geiger Women's Flats Patent Aura,https://www.shoeaholics.com/women/shoes/heels/kitten-heels/aura-bow-flat-black-patent-kg-kurt-geiger-6285700309?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Bow Slip On Slingback Flat, Black","Bow Slip On Slingback Flat, Black",69.00,99.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/6/2/6285700309.jpg?v=1&width=800,Women > Shoes > Heels > Kitten-heels,Women > Shoes > Heels > Kitten-heels,10/09/2026,,FALSE,,130,IN STOCK,,,Black,,,95,TRUE,TRUE,TRUE
Carvela,5945061609,5945061609,5945061609,Carvela Women's Mule Heel Gold Fabric Silvia Mule,https://www.shoeaholics.com/women/shoes/heels/low-mid-heels/silvia-mule-gold-fabric-carvela-5945061609?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Gold Mule Crystal Heel, Gold","Gold Mule Crystal Heel, Gold",89.00,129.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/5/9/5945061609.jpg?v=1&width=800,Women > Shoes > Heels > Low-mid-heels,Women > Shoes > Heels > Low-mid-heels,10/09/2026,,FALSE,,116,IN STOCK,,,Metallic,,,104,TRUE,TRUE,TRUE
Carvela,5306000609,5306000609,5306000609,Carvela Women's Heels Black Microsuede Capo,https://www.shoeaholics.com/women/shoes/heels/high-heels/capo-stiletto-black-fabric-carvela-5306000609?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Black Microsuede High Heel, Black","Black Microsuede High Heel, Black",49.00,119.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/5/3/5306000609.jpg?v=1&width=800,Women > Shoes > Heels > High-heels,Women > Shoes > Heels > High-heels,10/09/2026,,FALSE,,17,IN STOCK,,,Black,,,239,TRUE,TRUE,TRUE
Kg Kurt Geiger,6321500309,6321500309,6321500309,KG Kurt Geiger Women's Heels Black Patent Autumn,https://www.shoeaholics.com/women/shoes/heels/slingbacks/autumn-d-orsay-black-patent-kg-kurt-geiger-6321500309?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Black Patent High Heel, Black","Black Patent High Heel, Black",89.00,129.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/6/3/6321500309.jpg?v=1&width=800,Women > Shoes > Heels > Slingbacks,Women > Shoes > Heels > Slingbacks,10/09/2026,,FALSE,,268,IN STOCK,,,Black,,,15,TRUE,TRUE,TRUE
Kurt Geiger London,6308700139,6308700139,6308700139,Kurt Geiger London Soho Sling,https://www.shoeaholics.com/women/shoes/heels/slingbacks/kensington-sling-black-leather-patent-kurt-geiger-london-6308700139?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Womens Kurt Geiger London Soho Sling """", 6 Uk, Black","Womens Kurt Geiger London Soho Sling """", 6 Uk, Black",119.00,179.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/6/3/6308700139.jpg?v=1&width=800,Women > Shoes > Heels > Slingbacks,Women > Shoes > Heels > Slingbacks,10/09/2026,,FALSE,,43,IN STOCK,,,Black,,,163,TRUE,TRUE,TRUE
Steve Madden,6454243609,6454243609,6454243609,Steve Madden Trippy Fruit Multi,https://www.shoeaholics.com/women/shoes/heels/low-mid-heels/trippy-emb-75h-beige-combination-fabric-steve-madden-6454243609?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Womens Steve Madden Trippy Fruit Multi """", 5.5 Uk, Beige","Womens Steve Madden Trippy Fruit Multi """", 5.5 Uk, Beige",79.00,130.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/6/4/6454243609.jpg?v=1&width=800,Women > Shoes > Heels > Low-mid-heels,Women > Shoes > Heels > Low-mid-heels,10/09/2026,,FALSE,,16,IN STOCK,,,Nude,,,245,TRUE,TRUE,TRUE
Carvela,5896260979,5896260979,5896260979,Carvela Women's Heels Bronze Synthetic Positano,https://www.shoeaholics.com/women/shoes/heels/high-heels/positano-vinyl-flower-bronze-synthetic-carvela-5896260979?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Blush Crystal Slingback Flower Heel, Bronze","Blush Crystal Slingback Flower Heel, Bronze",99.00,159.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/5/8/5896260979.jpg?v=1&width=800,Women > Shoes > Heels > High-heels,Women > Shoes > Heels > High-heels,10/09/2026,,FALSE,,165,IN STOCK,,,Metallic,,,64,TRUE,TRUE,TRUE
Kurt Geiger London,6269400609,6269400609,6269400609,Kurt Geiger Women's Heels Black Fabric Kingsley,https://www.shoeaholics.com/women/shoes/heels/high-heels/kingsley-block-heel-black-fabric-kurt-geiger-london-6269400609?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Womens Kurt Geiger London Kingsley Block Heel """", 4 Uk, Black","Womens Kurt Geiger London Kingsley Block Heel """", 4 Uk, Black",119.00,169.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/6/2/6269400609.jpg?v=1&width=800,Women > Shoes > Heels > High-heels,Women > Shoes > Heels > High-heels,10/09/2026,,FALSE,,54,IN STOCK,,,Black,,,147,TRUE,TRUE,TRUE
Carvela,5305767069,5305767069,5305767069,Carvela Women's Heels Silver Combination Fabric Fantastico,https://www.shoeaholics.com/women/shoes/heels/high-heels/fantastico-court-silver-combination-fabric-other-carvela-5305767069?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Silver Court Heel, Silver Combination","Silver Court Heel, Silver Combination",89.00,149.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/5/3/5305767069.jpg?v=1&width=800,Women > Shoes > Heels > High-heels,Women > Shoes > Heels > High-heels,10/09/2026,,FALSE,,32,IN STOCK,,,Metallic,,,196,TRUE,TRUE,TRUE
Kurt Geiger London,6310339609,6310339609,6310339609,Kurt Geiger London Eagle Platform,https://www.shoeaholics.com/women/shoes/heels/high-heels/eagle-platform-brown-other-fabric-kurt-geiger-london-6310339609?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Womens Kurt Geiger London Eagle Platform """", 6 Uk","Womens Kurt Geiger London Eagle Platform """", 6 Uk",119.00,189.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/6/3/6310339609.jpg?v=1&width=800,Women > Shoes > Heels > High-heels,Women > Shoes > Heels > High-heels,10/09/2026,,FALSE,,137,IN STOCK,,,,,,87,TRUE,TRUE,TRUE
Carvela,5709133979,5709133979,5709133979,Carvela Women's Heels Tan Synthetic Verona,https://www.shoeaholics.com/women/shoes/heels/high-heels/verona-wedge-tan-synthetic-carvela-5709133979?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Tan Microsuede Wedge Heel, Tan","Tan Microsuede Wedge Heel, Tan",89.00,139.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/5/7/5709133979.jpg?v=1&width=800,Women > Shoes > Heels > High-heels,Women > Shoes > Heels > High-heels,10/09/2026,,FALSE,,40,IN STOCK,,,Tan,,,174,TRUE,TRUE,TRUE
Steve Madden,6121015609,6121015609,6121015609,Steve Madden Thrive Ip3,https://www.shoeaholics.com/women/shoes/heels/high-heels/thrive-ip3-white-comb-fabric-steve-madden-6121015609?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Womens Steve Madden Thrive Ip3 """", 7 Uk, White Comb","Womens Steve Madden Thrive Ip3 """", 7 Uk, White Comb",39.00,120.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/6/1/6121015609.jpg?v=1&width=800,Women > Shoes > Heels > High-heels,Women > Shoes > Heels > High-heels,10/09/2026,,FALSE,,8,IN STOCK,,,White,,,291,TRUE,TRUE,TRUE
Kurt Geiger London,6269466609,6269466609,6269466609,Kurt Geiger women's Heel Gold Combination Fabric Kingsley,https://www.shoeaholics.com/women/shoes/heels/high-heels/kingsley-block-heel-gold-combination-fabric-kurt-geiger-london-6269466609?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Metallic Gold Crystal Block Heel, Gold Combination","Metallic Gold Crystal Block Heel, Gold Combination",119.00,169.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/6/2/6269466609.jpg?v=1&width=800,Women > Shoes > Heels > High-heels,Women > Shoes > Heels > High-heels,10/09/2026,,FALSE,,53,IN STOCK,,,Metallic,,,149,TRUE,TRUE,TRUE
Carvela,5898361979,5898361979,5898361979,Carvela Women's Sandals Gold Synthetic Portofino,https://www.shoeaholics.com/women/shoes/heels/low-mid-heels/portofino-flatform-gold-synthetic-carvela-5898361979?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Metallic Gold Flatform Sandal, Gold","Metallic Gold Flatform Sandal, Gold",69.00,139.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/5/8/5898361979.jpg?v=1&width=800,Women > Shoes > Heels > Low-mid-heels,Women > Shoes > Heels > Low-mid-heels,10/09/2026,,FALSE,,26,IN STOCK,,,Metallic,,,216,TRUE,TRUE,TRUE
Carvela,5592061979,5592061979,5592061979,Carvela Women's Block Heel Gold Synthetic Sorrento,https://www.shoeaholics.com/women/shoes/heels/low-mid-heels/sorrento-flower-block-gold-synthetic-carvela-5592061979?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"3D Raffia Block Heel, Gold","3D Raffia Block Heel, Gold",69.00,139.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/5/5/5592061979.jpg?v=1&width=800,Women > Shoes > Heels > Low-mid-heels,Women > Shoes > Heels > Low-mid-heels,10/09/2026,,FALSE,,25,IN STOCK,,,Metallic,,,220,TRUE,TRUE,TRUE
Kg Kurt Geiger,5823331069,5823331069,5823331069,Kg Kurt Geiger Marcy,https://www.shoeaholics.com/women/shoes/heels/low-mid-heels/marcy-dark-brown-fabric-other-kg-kurt-geiger-5823331069?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Womens Kg Kurt Geiger Marcy """", 4 Uk, Dark Brown","Womens Kg Kurt Geiger Marcy """", 4 Uk, Dark Brown",29.00,129.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/5/8/5823331069.jpg?v=1&width=800,Women > Shoes > Heels > Low-mid-heels,Women > Shoes > Heels > Low-mid-heels,10/09/2026,,FALSE,,6,IN STOCK,,,Brown,,,307,TRUE,TRUE,TRUE
Carvela,5705100209,5705100209,5705100209,Carvela Women's Heels Black Suede Regatta Heel,https://www.shoeaholics.com/women/shoes/heels/block-heels/regatta-heel-black-suede-carvela-5705100209?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Black Suede Block Heel, Black","Black Suede Block Heel, Black",79.00,139.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/5/7/5705100209.jpg?v=1&width=800,Women > Shoes > Heels > Block-heels,Women > Shoes > Heels > Block-heels,10/09/2026,,FALSE,,95,IN STOCK,,,Black,,,116,TRUE,TRUE,TRUE
Carvela,5708224609,5708224609,5708224609,Carvela Women's Court Heel Blush Fabric Lovebird,https://www.shoeaholics.com/women/shoes/heels/high-heels/lovebird-mesh-blush-fabric-carvela-5708224609?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Womens Carvela Lovebird Mesh Heel """", 5 Uk, Blush","Womens Carvela Lovebird Mesh Heel """", 5 Uk, Blush",79.00,149.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/5/7/5708224609.jpg?v=1&width=800,Women > Shoes > Heels > High-heels,Women > Shoes > Heels > High-heels,10/09/2026,,FALSE,,171,IN STOCK,,,Blush,,,59,TRUE,TRUE,TRUE
Steve Madden,6172900609,6172900609,6172900609,Steve Madden Thrive-r 001,https://www.shoeaholics.com/women/shoes/heels/high-heels/thrive-r-001-black-fabric-steve-madden-6172900609?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Womens Steve Madden Thrive-R 001 """", 4 Uk, Black","Womens Steve Madden Thrive-R 001 """", 4 Uk, Black",39.00,140.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/6/1/6172900609.jpg?v=1&width=800,Women > Shoes > Heels > High-heels,Women > Shoes > Heels > High-heels,10/09/2026,,FALSE,,8,IN STOCK,,,Black,,,292,TRUE,TRUE,TRUE
Kg Kurt Geiger,5751300829,5751300829,5751300829,KG Kurt Geiger Women's Heels Black Synthetic Salome,https://www.shoeaholics.com/women/shoes/heels/high-heels/salome-black-polyurethane-kg-kurt-geiger-5751300829?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Black Lizard Heel, Black","Black Lizard Heel, Black",39.00,129.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/5/7/5751300829.jpg?v=1&width=800,Women > Shoes > Heels > High-heels,Women > Shoes > Heels > High-heels,10/09/2026,,FALSE,,31,IN STOCK,,,Black,,,200,TRUE,TRUE,TRUE
Carvela,6293961979,6293961979,6293961979,Carvela Women's Heels Gold Synthetic Fabrizia,https://www.shoeaholics.com/women/shoes/heels/high-heels/fabrizia-gold-synthetic-carvela-6293961979?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Womens Carvela Fabrizia Heel """", 5 Uk, Gold","Womens Carvela Fabrizia Heel """", 5 Uk, Gold",99.00,139.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/6/2/6293961979.jpg?v=1&width=800,Women > Shoes > Heels > High-heels,Women > Shoes > Heels > High-heels,10/09/2026,,FALSE,,146,IN STOCK,,,Metallic,,,81,TRUE,TRUE,TRUE
Carvela,6009463979,6009463979,6009463979,Carvela Shinier Court Heel,https://www.shoeaholics.com/women/shoes/heels/low-mid-heels/shinier-court-silver-synthetic-carvela-6009463979?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Womens Carvela Shinier Court Heel """", 7 Uk, Silver","Womens Carvela Shinier Court Heel """", 7 Uk, Silver",79.00,129.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/6/0/6009463979.jpg?v=1&width=800,Women > Shoes > Heels > Low-mid-heels,Women > Shoes > Heels > Low-mid-heels,10/09/2026,,FALSE,,34,IN STOCK,,,Metallic,,,190,TRUE,TRUE,TRUE
Kurt Geiger London,6310267609,6310267609,6310267609,Kurt Geiger Women's Heel Silver Combination Fabric Brixton,https://www.shoeaholics.com/women/shoes/heels/high-heels/brixton-platform-silver-combination-fabric-kurt-geiger-london-6310267609?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Womens Kurt Geiger London Brixton Platform Heel """", 6 Uk, Silver Combination","Womens Kurt Geiger London Brixton Platform Heel """", 6 Uk, Silver Combination",119.00,199.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/6/3/6310267609.jpg?v=1&width=800,Women > Shoes > Heels > High-heels,Women > Shoes > Heels > High-heels,10/09/2026,,FALSE,,195,IN STOCK,,,Metallic,,,38,TRUE,TRUE,TRUE
Kg Kurt Geiger,6320763069,6320763069,6320763069,KG Kurt Geiger Women's Heels Silver Fabric Other Allegra,https://www.shoeaholics.com/women/shoes/heels/low-mid-heels/allegra-block-silver-fabric-other-kg-kurt-geiger-6320763069?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Womens Kg Kurt Geiger Allegra Block Heel """", 9 Uk, Silver","Womens Kg Kurt Geiger Allegra Block Heel """", 9 Uk, Silver",99.00,139.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/6/3/6320763069.jpg?v=1&width=800,Women > Shoes > Heels > Low-mid-heels,Women > Shoes > Heels > Low-mid-heels,10/09/2026,,FALSE,,186,IN STOCK,,,Metallic,,,48,TRUE,TRUE,TRUE
Kg Kurt Geiger,6320861069,6320861069,6320861069,KG Kurt Geiger Women's Heels Gold Fabric Other Tilly Jewel,https://www.shoeaholics.com/women/shoes/heels/slingbacks/tilly-jewel-bow-gold-fabric-other-kg-kurt-geiger-6320861069?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Womens Kg Kurt Geiger Tilly Jewel Bow Heel """", 4 Uk, Gold","Womens Kg Kurt Geiger Tilly Jewel Bow Heel """", 4 Uk, Gold",99.00,139.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/6/3/6320861069.jpg?v=1&width=800,Women > Shoes > Heels > Slingbacks,Women > Shoes > Heels > Slingbacks,10/09/2026,,FALSE,,186,IN STOCK,,,Metallic,,,49,TRUE,TRUE,TRUE
