prclient,prid,prid_filtered,prname,prurl,prshortdescription,prdescription,prdisplayprice,prprice,primageurl,prcategory,prsubcategory,prcreatedon,pralternativeurl,prbestseller,prsku,pravailablequantity,pravailability,prquantitysold,prsize,prcolor,prcountry,prfromprice,prposition,isactive,isdefault,pronsale
Carvela,2424754979,2424754979,Carvela Gala 60 Jewel Block Heel Wine Crystal Slingback Heel,https://www.shoeaholics.com/women/shoes/heels/low-mid-heels/gala-block-jewel-60-wine-synthetic-carvela-2424754979?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Wine Crystal Slingback Heel, Wine","Wine Crystal Slingback Heel, Wine",39.00,159.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/2/4/2424754979.jpg?v=1&width=800,Women > Shoes > Heels > Low-mid-heels,Women > Shoes > Heels > Low-mid-heels,01/09/2026,,FALSE,,7,IN STOCK,,,Red,,,1844,TRUE,TRUE,TRUE
Carvela,6319400609,6319400609,Carvela Ravenna Heel,https://www.shoeaholics.com/women/shoes/heels/high-heels/ravenna-black-fabric-carvela-6319400609?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Womens Carvela Ravenna Heel """", 6 Uk, Black","Womens Carvela Ravenna Heel """", 6 Uk, Black",79.00,129.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/6/3/6319400609.jpg?v=1&width=800,Women > Shoes > Heels > High-heels,Women > Shoes > Heels > High-heels,01/09/2026,,FALSE,,146,IN STOCK,,,Black,,,523,TRUE,TRUE,TRUE
Kurt Geiger London,5377933209,5377933209,Kurt Geiger Women's Trainers Suede Islington,https://www.shoeaholics.com/women/shoes/trainers/islington-fringe-sneaker-tan-suede-kurt-geiger-london-5377933209?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Tan Suede Sneaker Fringe, Tan","Tan Suede Sneaker Fringe, Tan",59.00,219.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/5/3/5377933209.jpg?v=1&width=800,Women > Shoes > Trainers,Women > Shoes > Trainers,01/09/2026,,FALSE,,11,IN STOCK,,,Tan,,,1685,TRUE,TRUE,TRUE
Carvela,6343400979,6343400979,Carvela Women's Clutch Bag Black Synthetic Palio,https://www.shoeaholics.com/women/bags/clutch-bags/palio-hard-clutch-black-synthetic-carvela-6343400979?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Womens Carvela Palio Hard Clutch Bag """", No Size, Black","Womens Carvela Palio Hard Clutch Bag """", No Size, Black",69.00,99.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/6/3/6343400979.jpg?v=1&width=800,Women > Bags > Clutch-bags,Women > Bags > Clutch-bags,01/09/2026,,FALSE,,133,IN STOCK,,,Black,,,577,TRUE,TRUE,TRUE
Kurt Geiger London,5605886019,5605886019,Kurt Geiger Women's Purse Blue Pale Combination Card Holder Sunglasses,https://www.shoeaholics.com/women/accessories/cc-holder-v-sunglasses-blue-pale-combination-leather-other-kurt-geiger-london-5605886019?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Sunglasses Card Holder, Blue Pale Combination","Sunglasses Card Holder, Blue Pale Combination",19.00,90.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/5/6/5605886019.jpg?v=1&width=800,Women > Accessories,Women > Accessories,01/09/2026,,FALSE,,34,IN STOCK,,,Blue,,,1175,TRUE,TRUE,TRUE
Steve Madden,5841733109,5841733109,Steve Madden Cylo Tan,https://www.shoeaholics.com/women/shoes/heels/high-heels/cylo-217-tan-leather-steve-madden-5841733109?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Womens Steve Madden Cylo Tan """", 7 Uk, Tan","Womens Steve Madden Cylo Tan """", 7 Uk, Tan",59.00,130.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/5/8/5841733109.jpg?v=1&width=800,Women > Shoes > Heels > High-heels,Women > Shoes > Heels > High-heels,01/09/2026,,FALSE,,8,IN STOCK,,,Tan,,,1800,TRUE,TRUE,TRUE
Carvela,2410710609,2410710609,Carvela Women's Sandals White Fabric Gala Mule,https://www.shoeaholics.com/women/shoes/sandals/gala-mule-jewel-white-fabric-carvela-2410710609?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Faux Pearl Crystal Slip On Sandal, White","Faux Pearl Crystal Slip On Sandal, White",119.00,149.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/2/4/2410710609.jpg?v=1&width=800,Women > Shoes > Sandals,Women > Shoes > Sandals,01/09/2026,,FALSE,,64,IN STOCK,,,White,,,904,TRUE,TRUE,TRUE
Carvela,5327800109,5327800109,Carvela Women's Ankle Boot Black Leather Secil,https://www.shoeaholics.com/women/shoes/boots/ankle/secil-wide-fit-black-leather-carvela-5327800109?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Black Leather Ankle Boot, Black","Black Leather Ankle Boot, Black",89.00,159.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/5/3/5327800109.jpg?v=1&width=800,Women > Shoes > Boots > Ankle,Women > Shoes > Boots > Ankle,01/09/2026,,FALSE,,94,IN STOCK,,,Black,,,741,TRUE,TRUE,TRUE
Carvela,6329600229,6329600229,Carvela Marcela Backpack,https://www.shoeaholics.com/women/bags/marcela-backpack-black-nylon-carvela-6329600229?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Womens Carvela Marcela Backpack """", No Size, Black","Womens Carvela Marcela Backpack """", No Size, Black",79.00,109.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/6/3/6329600229.jpg?v=1&width=800,Women > Bags,Women > Bags,01/09/2026,,FALSE,,413,IN STOCK,,,Black,,,58,TRUE,TRUE,TRUE
Kurt Geiger London,5755400109,5755400109,Kurt Geiger Women's Flats Black Leather Mayfair,https://www.shoeaholics.com/women/shoes/sandals/mayfair-2-buckle-sandal-black-leather-kurt-geiger-london-5755400109?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Black Leather Buckled Sandal, Black","Black Leather Buckled Sandal, Black",109.00,179.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/5/7/5755400109.jpg?v=1&width=800,Women > Shoes > Sandals,Women > Shoes > Sandals,01/09/2026,,FALSE,,21,IN STOCK,,,Black,,,1378,TRUE,TRUE,TRUE
Kurt Geiger London,5764861609,5764861609,Kurt Geiger London Kensington Box Clutch,https://www.shoeaholics.com/women/bags/clutch-bags/kensington-box-clutch-gold-fabric-kurt-geiger-london-5764861609?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Womens Kurt Geiger London Kensington Box Clutch """", No Size, Gold","Womens Kurt Geiger London Kensington Box Clutch """", No Size, Gold",99.00,149.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/5/7/5764861609.jpg?v=1&width=800,Women > Bags > Clutch-bags,Women > Bags > Clutch-bags,01/09/2026,,FALSE,,169,IN STOCK,,,Metallic,,,451,TRUE,TRUE,TRUE
Carvela,6330151979,6330151979,Carvela Cappuccino Mini Tote Dark Red Synthetic Tote Bag,https://www.shoeaholics.com/women/bags/mini-bags/cappuccino-mini-tote-red-dark-synthetic-carvela-6330151979?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Dark Red Synthetic Tote Bag, Red Dark","Dark Red Synthetic Tote Bag, Red Dark",79.00,109.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/6/3/6330151979.jpg?v=1&width=800,Women > Bags > Mini-bags,Women > Bags > Mini-bags,01/09/2026,,FALSE,,282,IN STOCK,,,Red,,,165,TRUE,TRUE,TRUE
Carvela,2643663979,2643663979,Carvela Women's Heels Silver Synthetic Shine Court,https://www.shoeaholics.com/women/shoes/heels/low-mid-heels/shine-court-silver-synthetic-carvela-2643663979?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Silver Crystal Heels, Silver","Silver Crystal Heels, Silver",79.00,129.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/2/6/2643663979.jpg?v=1&width=800,Women > Shoes > Heels > Low-mid-heels,Women > Shoes > Heels > Low-mid-heels,01/09/2026,,FALSE,,87,IN STOCK,,,Metallic,,,786,TRUE,TRUE,TRUE
Carvela,6330600409,6330600409,Carvela Cosma Shoulder Bag,https://www.shoeaholics.com/women/bags/shoulder-bags/cosma-shoulder-bag-black-croc-print-carvela-6330600409?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Womens Carvela Cosma Shoulder Bag """", No Size, Black","Womens Carvela Cosma Shoulder Bag """", No Size, Black",79.00,129.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/6/3/6330600409.jpg?v=1&width=800,Women > Bags > Shoulder-bags,Women > Bags > Shoulder-bags,01/09/2026,,FALSE,,126,IN STOCK,,,Black,,,611,TRUE,TRUE,TRUE
Carvela,0291863979,0291863979,Carvela Women's Clutch Bag Silver Crystal Synthetic Stargaze,https://www.shoeaholics.com/women/bags/clutch-bags/stargaze-clutch-silver-synthetic-carvela-0291863979?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Silver Clutch Bag, Silver","Silver Clutch Bag, Silver",59.00,99.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/0/2/0291863979.jpg?v=1&width=800,Women > Bags,Women > Bags,01/09/2026,,FALSE,,346,IN STOCK,,,Metallic,,,96,TRUE,TRUE,TRUE
Kg Kurt Geiger,5711261069,5711261069,KG Kurt Geiger Women's Sandals Gold Fabric Rowe,https://www.shoeaholics.com/women/shoes/sandals/rowe-gold-fabric-other-kg-kurt-geiger-5711261069?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Gold Crystal Sandals, Gold","Gold Crystal Sandals, Gold",69.00,119.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/5/7/5711261069.jpg?v=1&width=800,Women > Shoes > Sandals,Women > Shoes > Sandals,01/09/2026,,FALSE,,8,IN STOCK,,,Metallic,,,1802,TRUE,TRUE,TRUE
Carvela,6331000069,6331000069,Carvela Women's Cross Body Bag Black Fabric Other Jessica,https://www.shoeaholics.com/women/bags/shoulder-bags/jessica-sequin-bag-black-fabric-other-carvela-6331000069?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Black Sequin Cross Body Bag, Black","Black Sequin Cross Body Bag, Black",69.00,99.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/6/3/6331000069.jpg?v=1&width=800,Women > Bags > Shoulder-bags,Women > Bags > Shoulder-bags,01/09/2026,,FALSE,,233,IN STOCK,,,Black,,,267,TRUE,TRUE,TRUE
Carvela,3724551409,3724551409,Carvela Women's Tote Bag Dark Red Synthetic Jessica,https://www.shoeaholics.com/women/bags/tote-bags/jessica-mini-tote-2-red-dark-croc-print-carvela-3724551409?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Womens Carvela Mini Jessica Tote Bag """", No Size, Red Dark","Womens Carvela Mini Jessica Tote Bag """", No Size, Red Dark",79.00,109.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/3/7/3724551409.jpg?v=1&width=800,Women > Bags > Tote-bags,Women > Bags > Tote-bags,01/09/2026,,FALSE,,628,IN STOCK,,,Red,,,17,TRUE,TRUE,TRUE
Kg Kurt Geiger,5922954829,5922954829,KG Kurt Geiger Women's Sandals Wine Synthetic Royale,https://www.shoeaholics.com/women/shoes/sandals/sliders/royale-wine-polyurethane-kg-kurt-geiger-5922954829?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Slip On Wine Sandal, Wine","Slip On Wine Sandal, Wine",69.00,99.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/5/9/5922954829.jpg?v=1&width=800,Women > Shoes > Sandals > Sliders,Women > Shoes > Sandals > Sliders,01/09/2026,,FALSE,,15,IN STOCK,,,Red,,,1539,TRUE,TRUE,TRUE
Kg Kurt Geiger,5749361829,5749361829,KG Kurt Geiger Women's Heels Gold Synthetic Soraya,https://www.shoeaholics.com/women/shoes/heels/high-heels/soraya-gold-polyurethane-kg-kurt-geiger-5749361829?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Metallic High Heel, Gold","Metallic High Heel, Gold",69.00,129.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/5/7/5749361829.jpg?v=1&width=800,Women > Shoes > Heels > High-heels,Women > Shoes > Heels > High-heels,01/09/2026,,FALSE,,43,IN STOCK,,,Metallic,,,1076,TRUE,TRUE,TRUE
Kurt Geiger London,5925054419,5925054419,Kurt Geiger Women's Cross Body Bag Wine Croc Kingsley,https://www.shoeaholics.com/women/bags/cross-body-bags/mini-kingsley-bag-wine-croc-print-leather-kurt-geiger-london-5925054419?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Womens Kurt Geiger London Mini Kingsley Bag """", No Size, Wine","Womens Kurt Geiger London Mini Kingsley Bag """", No Size, Wine",129.00,199.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/5/9/5925054419.jpg?v=1&width=800,Women > Bags > Cross-body-bags,Women > Bags > Cross-body-bags,01/09/2026,,FALSE,,195,IN STOCK,,,Red,,,352,TRUE,TRUE,TRUE
Carvela,6329832069,6329832069,Carvela Women's Tote Bag Mid Brown Fabric Other Tracolla,https://www.shoeaholics.com/women/bags/tote-bags/tracolla-tote-bag-mid-brown-fabric-other-carvela-6329832069?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Mid Brown Fabric Leopard Tote Bag, Mid Brown","Mid Brown Fabric Leopard Tote Bag, Mid Brown",79.00,119.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/6/3/6329832069.jpg?v=1&width=800,Women > Bags > Tote-bags,Women > Bags > Tote-bags,01/09/2026,,FALSE,,144,IN STOCK,,,Brown,,,528,TRUE,TRUE,TRUE
Carvela,6331061069,6331061069,Carvela Women's Shoulder Bag Gold Fabric Jessica,https://www.shoeaholics.com/women/bags/shoulder-bags/jessica-sequin-bag-gold-fabric-other-carvela-6331061069?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Gold Sequin Shoulder Bag, Gold","Gold Sequin Shoulder Bag, Gold",69.00,99.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/6/3/6331061069.jpg?v=1&width=800,Women > Bags > Shoulder-bags,Women > Bags > Shoulder-bags,01/09/2026,,FALSE,,231,IN STOCK,,,Metallic,,,270,TRUE,TRUE,TRUE
Carvela,5504063979,5504063979,Carvela Mia Shoulder,https://www.shoeaholics.com/women/bags/shoulder-bags/mia-shoulder-silver-synthetic-carvela-5504063979?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Womens Carvela Mia Shoulder """", No Size, Silver","Womens Carvela Mia Shoulder """", No Size, Silver",69.00,99.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/5/5/5504063979.jpg?v=1&width=800,Women > Bags > Shoulder-bags,Women > Bags > Shoulder-bags,01/09/2026,,FALSE,,43,IN STOCK,,,Metallic,,,1077,TRUE,TRUE,TRUE
Steve Madden,0994463209,0994463209,Steve Madden Bryanna Heel Silver,https://www.shoeaholics.com/women/shoes/heels/bryanna-751-silver-silver-suede-steve-madden-0994463209?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Womens Steve Madden Bryanna Heel Silver """", 7 Uk, Silver","Womens Steve Madden Bryanna Heel Silver """", 7 Uk, Silver",39.00,120.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/0/9/0994463209.jpg?v=1&width=800,Women > Shoes > Heels,Women > Shoes > Heels,01/09/2026,,FALSE,,14,IN STOCK,,,Metallic,,,1580,TRUE,TRUE,TRUE
Carvela,3494700109,3494700109,Carvela Women's Boots Black Leather Champion,https://www.shoeaholics.com/women/shoes/boots/ankle/champion-black-leather-carvela-3494700109?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Black Heeled Boot, Black","Black Heeled Boot, Black",39.00,189.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/3/4/3494700109.jpg?v=1&width=800,Brands > Carvela > Womens-shoes,Brands > Carvela > Womens-shoes,01/09/2026,,FALSE,,7,IN STOCK,,,Black,,,1845,TRUE,TRUE,TRUE
Kurt Geiger London,6243100209,6243100209,Kurt Geiger London Small Mayfair Tote Bag,https://www.shoeaholics.com/women/bags/cross-body-bags/mayfair-small-tote-black-suede-kurt-geiger-london-6243100209?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Womens Kurt Geiger London Small Mayfair Tote Bag """", No Size, Black","Womens Kurt Geiger London Small Mayfair Tote Bag """", No Size, Black",149.00,219.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/6/2/6243100209.jpg?v=1&width=800,Women > Bags > Cross-body-bags,Women > Bags > Cross-body-bags,01/09/2026,,FALSE,,216,IN STOCK,,,Black,,,298,TRUE,TRUE,TRUE
Carvela,5285100069,5285100069,Carvela Women's Trainers Black Synthetic Tempo,https://www.shoeaholics.com/women/shoes/trainers/tempo-elastic-black-fabric-other-carvela-5285100069?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Black Crystal Trainer, Black","Black Crystal Trainer, Black",29.00,149.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/5/2/5285100069.jpg?v=1&width=800,Women > Shoes > Trainers,Women > Shoes > Trainers,01/09/2026,,FALSE,,7,IN STOCK,,,Black,,,1846,TRUE,TRUE,TRUE
Kurt Geiger London,6310461179,6310461179,Kurt Geiger Women's Heels Gold Leather Lizard Mayfair,https://www.shoeaholics.com/women/shoes/heels/low-mid-heels/mayfair-block-platform-gold-leather-lizard-print-kurt-geiger-london-6310461179?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Womens Kurt Geiger London Mayfair Block Platform """", 5 Uk, Gold","Womens Kurt Geiger London Mayfair Block Platform """", 5 Uk, Gold",119.00,189.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/6/3/6310461179.jpg?v=1&width=800,Women > Shoes > Heels > Low-mid-heels,Women > Shoes > Heels > Low-mid-heels,01/09/2026,,FALSE,,72,IN STOCK,,,Metallic,,,863,TRUE,TRUE,TRUE
Carvela,2892448979,2892448979,Carvela Women's Tote Bag Camel Synthetic Cammie3,https://www.shoeaholics.com/women/bags/shoulder-bags/cammie-3-camel-synthetic-carvela-2892448979?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Camel Suedette Tote Bag, Camel","Camel Suedette Tote Bag, Camel",89.00,109.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/2/8/2892448979.jpg?v=1&width=800,(Uncategorized),(Uncategorized),01/09/2026,,FALSE,,283,IN STOCK,,,Tan,,,161,TRUE,TRUE,TRUE
Carvela,6330747979,6330747979,Carvela Regina Turnlock Tote,https://www.shoeaholics.com/women/bags/tote-bags/regina-turnlock-tote-taupe-synthetic-carvela-6330747979?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Womens Carvela Regina Turnlock Tote """", No Size, Taupe","Womens Carvela Regina Turnlock Tote """", No Size, Taupe",79.00,129.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/6/3/6330747979.jpg?v=1&width=800,Women > Bags > Tote-bags,Women > Bags > Tote-bags,01/09/2026,,FALSE,,124,IN STOCK,,,Taupe,,,621,TRUE,TRUE,TRUE
Steve Madden,6117405979,6117405979,Steve Madden Saxxon Heel Black,https://www.shoeaholics.com/women/shoes/heels/high-heels/saxxon-018-black-combination-synthetic-steve-madden-6117405979?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Womens Steve Madden Saxxon Heel Black """", 6 Uk, Black","Womens Steve Madden Saxxon Heel Black """", 6 Uk, Black",49.00,140.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/6/1/6117405979.jpg?v=1&width=800,Women > Shoes > Heels > High-heels,Women > Shoes > Heels > High-heels,01/09/2026,,FALSE,,7,IN STOCK,,,Black,,,1847,TRUE,TRUE,TRUE
